,0,1,2,3,4,5,6
1704,87,88,74,84,87,79,83
1705,73,82,82,84,82,85,84
1706,73,82,82,84,82,85,84
1707,73,82,82,84,82,85,84
1708,96,79,82,84,81,86,82
1709,89,95,84,82,84,73,90
1710,95,83,82,93,76,90,86
1711,73,83,82,85,81,86,79
1712,74,80,86,90,92,85,84
1713,73,82,82,84,82,85,84
1714,87,95,88,91,78,87,81
1715,87,88,84,97,90,90,84
1716,87,88,74,84,87,79,83
1717,97,83,91,83,79,83,80
1718,74,86,91,83,80,81,81
1719,83,75,84,85,78,84,86
1720,73,82,82,84,82,85,84
1721,96,77,86,91,90,85,84
1722,88,95,84,87,82,91,97
1723,86,87,78,84,86,86,77
1724,73,82,82,84,82,85,84
1725,96,77,86,91,90,85,84
1726,86,91,79,93,80,92,83
1727,83,75,84,85,78,84,86
1728,87,91,89,84,81,82,73
1729,86,87,78,84,86,86,77
1730,74,86,91,83,80,81,81
1731,73,82,82,84,82,85,84
1732,73,83,82,85,81,86,79
1733,87,95,88,91,78,87,81
1734,95,79,82,85,80,85,83
1735,83,75,84,85,78,84,86
1736,73,82,82,84,82,85,84
1737,74,86,91,83,80,81,81
1738,86,87,78,84,86,86,77
1739,86,90,79,92,80,90,84
1740,73,83,82,85,81,86,79
1741,75,84,95,88,90,81,82
1742,73,83,82,85,81,86,79
1743,73,87,82,94,76,91,82
1744,97,81,85,77,84,94,89
1745,73,82,82,84,82,85,84
1746,82,76,85,86,76,85,82
1747,73,82,82,84,82,85,84
1748,73,82,82,84,82,85,84
1749,84,75,84,81,80,91,88
1750,73,82,82,84,82,85,84
1751,73,82,82,84,82,85,84
1752,83,75,84,85,78,84,86
1753,83,73,88,90,88,84,87
1754,73,82,82,84,82,85,84
1755,73,82,82,84,82,85,84
1756,96,77,86,91,90,85,84
1757,97,79,82,81,82,91,85
1758,95,83,82,93,76,90,86
1759,74,86,91,83,80,81,81
1760,88,88,83,77,89,95,87
1761,95,80,81,85,81,85,80
1762,74,80,86,90,92,85,84
1763,95,79,82,85,80,85,83
1764,88,97,89,90,78,84,90
1765,74,86,91,83,80,81,81
1766,74,90,90,90,75,86,84
1767,74,86,81,92,78,90,87
1768,86,84,84,90,95,85,81
1769,73,82,82,84,82,85,84
1770,95,79,82,85,80,85,83
1771,95,79,82,85,80,85,83
1772,73,82,82,84,82,85,84
1773,74,86,81,92,78,90,87
1774,73,83,82,85,81,86,79
1775,97,79,82,81,82,91,85
1776,73,82,82,84,82,85,84
1777,95,83,82,93,76,90,86
1778,73,82,82,84,82,85,84
1779,74,86,81,92,78,90,87
1780,98,82,86,76,85,95,90
1781,87,88,83,81,87,88,85
1782,74,80,86,90,92,85,84
1783,74,80,86,90,92,85,84
1784,74,86,81,92,78,90,87
1785,95,79,82,85,80,85,83
1786,96,77,86,91,90,85,84
1787,95,79,82,85,80,85,83
1788,87,87,78,83,87,87,76
1789,95,79,82,85,80,85,83
1790,96,83,91,84,78,81,80
1791,73,82,82,84,82,85,84
1792,73,82,82,84,82,85,84
1793,95,83,82,93,76,90,86
1794,88,91,75,83,87,77,92
1795,95,79,82,85,80,85,83
1796,95,79,82,85,80,85,83
1797,86,87,78,84,86,86,77
1798,96,83,91,84,78,81,80
1799,88,92,92,79,84,84,82
1800,73,82,83,84,83,84,83
1801,87,95,88,91,78,87,81
1802,83,75,84,85,78,84,86
1803,83,75,84,85,78,84,86
1804,73,82,82,84,82,85,84
1805,73,82,82,84,82,85,84
1806,96,77,86,91,90,85,84
1807,95,79,82,85,80,85,83
1808,75,93,91,89,75,84,93
1809,73,82,82,84,82,85,84
1810,96,77,86,91,90,85,84
1811,73,82,82,84,82,85,84
1812,73,82,82,84,82,85,84
1813,89,89,83,74,90,99,87
1814,88,93,90,82,82,79,87
1815,95,79,82,85,80,85,83
1816,83,75,84,85,78,84,86
1817,83,75,84,85,78,84,86
1818,95,79,82,85,80,85,83
1819,96,81,86,81,82,87,88
1820,83,73,88,90,88,84,87
1821,86,90,79,92,80,90,84
1822,73,82,82,84,82,85,84
1823,87,92,73,92,82,84,87
1824,86,91,79,93,80,91,83
1825,73,82,82,84,82,85,84
1826,97,79,90,87,92,87,88
1827,83,73,88,90,88,84,87
1828,95,79,82,85,80,85,83
1829,74,80,86,90,92,85,84
1830,73,82,83,84,83,84,83
1831,74,84,85,81,84,88,88
1832,73,82,82,84,82,85,84
1833,86,87,78,84,86,86,77
1834,74,80,86,90,92,85,84
1835,95,79,82,85,80,85,83
1836,83,75,84,85,78,84,86
1837,73,82,82,84,82,85,84
1838,96,77,86,91,90,85,84
1839,88,87,79,79,88,95,82
1840,74,86,81,92,78,90,87
1841,87,93,80,92,80,89,92
1842,96,84,92,85,76,82,76
1843,95,79,82,85,80,85,83
1844,87,89,94,89,91,82,74
1845,73,82,81,85,82,86,83
1846,83,75,84,85,78,84,86
1847,73,82,82,84,82,85,84
1848,83,79,93,84,75,81,84
1849,89,99,93,86,79,87,95
1850,83,80,94,85,74,81,79
1851,97,79,82,81,82,91,85
1852,88,87,80,77,89,95,82
1853,87,93,80,91,80,88,93
1854,73,82,82,84,82,85,84
1855,95,79,82,85,80,85,83
1856,88,91,75,83,87,77,92
1857,73,80,87,89,93,84,83
1858,87,86,79,83,86,87,80
1859,86,87,81,84,85,85,79
1860,86,86,80,84,85,86,80
1861,73,82,82,84,82,85,84
1862,73,82,82,84,82,85,84
1863,87,88,83,81,87,88,85
1864,87,86,79,83,86,87,80
1865,73,82,82,84,82,85,84
1866,95,79,82,85,80,85,83
1867,73,82,82,84,82,85,84
1868,73,82,83,84,83,84,83
1869,95,79,82,85,80,85,83
1870,73,82,82,84,82,85,84
1871,73,82,83,84,83,84,83
1872,73,82,82,84,82,85,84
1873,73,82,82,84,82,85,84
1874,73,82,82,84,82,85,84
1875,73,82,82,84,82,85,84
1876,73,80,87,89,93,84,83
1877,73,83,82,85,81,86,79
1878,74,80,86,90,92,85,84
1879,87,84,84,89,96,87,80
1880,95,79,82,85,80,85,83
1881,73,82,82,84,82,85,84
1882,73,82,81,85,82,86,83
1883,87,86,79,83,86,87,80
1884,73,82,82,84,82,85,84
1885,74,91,91,91,73,87,80
1886,74,86,91,83,80,81,81
1887,73,82,82,84,82,85,84
1888,73,82,82,84,82,85,84
1889,73,82,82,84,82,85,84
1890,83,75,84,85,78,84,86
1891,74,80,86,90,92,85,84
1892,73,82,83,84,83,84,83
1893,73,82,82,84,82,85,84
1894,73,82,82,84,82,85,84
1895,95,79,82,85,80,85,83
1896,73,82,81,85,82,86,83
1897,96,82,83,84,80,83,92
1898,95,79,82,85,80,85,83
1899,89,89,83,76,89,96,87
1900,83,75,84,85,78,84,86
1901,87,88,74,84,87,79,83
1902,87,88,74,84,87,79,83
1903,87,88,74,84,87,79,83
1904,87,88,74,84,87,79,83
1905,87,88,74,84,87,79,83
1906,87,88,74,84,87,79,83
1907,87,88,74,84,87,79,83
1908,87,88,74,84,87,79,83
1909,87,88,74,84,87,79,83
1910,87,88,74,84,87,79,83
1911,87,88,74,84,87,79,83
1912,87,88,74,84,87,79,83
1913,87,88,74,84,87,79,83
1914,87,88,74,84,87,79,83
1915,87,88,74,84,87,79,83
1916,87,88,74,84,87,79,83
1917,87,88,74,84,87,79,83
1918,87,88,74,84,87,79,83
1919,87,88,74,84,87,79,83
1920,87,88,74,84,87,79,83
1921,87,88,74,84,87,79,83
1922,87,88,74,84,87,79,83
1923,87,88,74,84,87,79,83
1924,87,88,74,84,87,79,83
1925,87,88,74,84,87,79,83
1926,87,92,73,92,82,84,87
1927,87,92,73,92,82,84,87
1928,87,92,73,92,82,84,87
1929,87,88,74,84,87,79,83
1930,87,88,74,84,87,79,83
1931,87,88,74,84,87,79,83
1932,83,80,94,85,74,81,79
1933,83,80,94,85,74,81,79
1934,83,80,94,85,74,81,79
1935,96,81,76,85,82,79,86
1936,96,81,76,85,82,79,86
1937,89,89,83,76,89,96,87
1938,88,90,97,85,94,84,83
1939,95,79,82,85,80,85,83
1940,73,83,82,85,80,86,79
1941,87,93,80,91,80,88,93
1942,87,89,81,83,85,83,89
1943,96,82,83,84,80,83,92
1944,96,82,83,84,81,82,91
1945,88,92,92,79,84,84,82
1946,97,79,82,81,82,91,85
1947,97,80,82,80,83,92,85
1948,97,80,81,81,83,91,84
1949,88,87,79,79,88,95,82
1950,88,87,79,79,88,95,82
1951,74,86,91,83,80,81,81
1952,74,80,86,90,92,85,84
1953,87,89,81,82,85,84,90
1954,73,82,82,84,82,85,84
1955,74,87,91,84,78,82,77
1956,73,82,81,85,82,86,83
1957,74,80,86,90,92,85,84
1958,87,92,73,92,82,84,87
1959,95,80,83,86,79,85,79
1960,74,86,92,83,80,81,80
1961,96,77,86,91,90,85,84
1962,73,82,82,84,82,85,84
1963,97,79,82,81,82,91,85
1964,97,79,82,81,82,91,85
1965,88,87,79,79,88,95,82
1966,87,89,81,83,85,83,89
1967,97,79,82,81,82,91,85
1968,97,79,82,81,82,91,85
1969,97,81,85,77,84,94,89
1970,97,82,83,80,82,89,94
1971,88,88,83,77,89,95,87
1972,97,79,82,81,82,91,85
1973,98,86,94,76,82,90,87
1974,97,79,82,81,82,91,85
1975,89,89,83,76,89,96,87
1976,95,79,82,85,80,85,83
1977,76,82,89,82,96,94,91
1978,89,91,84,76,89,92,95
1979,87,87,79,80,87,92,82
1980,88,87,79,79,88,95,82
1981,96,79,82,84,81,86,82
1982,97,81,85,77,84,94,89
1983,97,81,85,77,84,94,89
1984,97,79,82,81,82,91,85
1985,97,82,83,80,82,89,94
1986,99,84,87,76,85,93,99
1987,95,79,82,85,81,85,82
1988,88,88,83,77,89,95,87
1989,88,88,83,77,89,95,87
1990,87,95,88,91,78,87,81
1991,75,82,81,80,84,92,85
1992,95,79,82,85,80,85,83
1993,86,87,78,84,86,86,77
1994,74,80,86,90,92,85,84
1995,74,80,86,90,92,85,84
1996,95,80,81,85,81,85,80
1997,83,73,88,90,88,84,87
1998,86,87,79,85,85,86,80
1999,73,80,87,89,93,84,83
2000,73,82,82,84,82,85,84
2001,73,82,82,84,82,85,84
2002,73,82,82,84,82,85,84
2003,73,82,82,84,82,85,84
2004,95,79,82,85,80,85,83
2005,95,79,82,85,80,85,83
2006,73,82,82,84,82,85,84
2007,73,82,83,84,83,84,83
2008,73,82,81,85,82,86,83
2009,88,88,83,77,89,95,87
2010,98,80,81,79,85,96,84
2011,75,82,81,80,84,92,85
2012,98,78,85,84,95,96,84
2013,98,78,85,84,95,96,84
2014,97,79,82,81,82,91,85
2015,88,86,79,79,88,94,81
2016,88,86,79,79,88,94,81
2017,88,87,79,79,88,95,82
2018,74,82,82,83,83,86,85
2019,89,87,79,77,90,98,82
2020,97,81,85,81,83,89,87
2021,88,87,79,79,88,95,82
2022,88,87,79,79,88,95,82
2023,88,89,80,79,87,90,91
2024,88,87,78,78,89,97,81
2025,89,91,84,75,89,93,96
2026,89,95,93,78,84,82,91
2027,97,79,82,81,82,91,85
2028,88,87,78,78,89,97,81
2029,89,89,73,80,89,86,85
2030,97,79,82,81,82,91,85
2031,89,89,82,74,91,99,86
2032,96,78,87,90,91,86,85
2033,74,84,85,81,84,88,88
2034,98,80,81,79,85,96,84
2035,88,88,83,77,89,95,87
2036,73,82,82,84,82,85,84
2037,89,95,94,77,85,83,92
2038,73,82,83,84,83,84,83
2039,87,92,73,92,82,84,87
2040,96,77,86,91,90,85,84
2041,95,79,82,85,80,85,83
2042,95,84,82,93,74,90,82
2043,95,79,82,85,80,85,83
2044,73,83,82,85,81,86,79
2045,87,92,73,92,82,84,87
2046,73,82,82,84,82,85,84
2047,88,92,92,79,84,84,82
2048,90,91,83,74,90,95,95
2049,74,84,83,83,82,83,93
2050,87,92,73,92,82,84,87
2051,87,88,74,84,87,79,83
2052,75,84,76,84,84,79,87
2053,87,92,73,92,82,84,87
2054,87,92,73,92,82,84,87
2055,88,87,79,79,88,95,82
2056,95,79,82,85,80,85,83
2057,74,80,86,90,92,85,84
2058,87,96,89,92,76,88,76
2059,74,80,86,90,92,85,84
2060,95,79,82,85,80,85,83
2061,86,87,78,84,86,86,77
2062,73,81,87,91,91,85,80
2063,73,82,82,84,82,85,84
2064,73,82,82,84,82,85,84
2065,96,81,86,81,82,87,88
2066,95,79,82,85,80,85,83
2067,87,88,83,80,88,90,84
2068,95,79,82,85,80,85,83
2069,88,87,79,79,88,95,82
2070,75,83,81,78,86,96,86
2071,88,87,79,79,88,95,82
2072,88,89,81,78,87,91,92
2073,97,80,81,80,84,94,84
2074,97,80,81,80,84,94,84
2075,88,87,88,85,97,89,87
2076,95,79,82,85,80,85,83
2077,83,73,88,90,88,84,87
2078,74,80,86,90,92,85,84
2079,73,82,82,84,82,85,84
2080,96,81,76,85,82,79,86
2081,96,81,76,85,82,79,86
2082,95,79,82,85,80,85,83
2083,95,79,82,85,80,85,83
2084,97,79,82,81,82,91,85
2085,88,92,92,79,84,84,82
2086,74,80,86,90,92,85,84
2087,95,79,82,85,80,85,83
2088,83,75,84,85,78,84,86
2089,86,84,84,90,95,85,81
2090,87,89,74,85,85,80,79
2091,87,89,74,85,85,80,79
2092,87,92,73,92,82,84,87
2093,89,89,83,76,89,96,87
2094,89,89,83,76,89,96,87
2095,96,81,76,85,82,79,86
2096,73,82,82,84,82,85,84
2097,73,82,82,84,82,85,84
2098,74,80,86,90,92,85,84
2099,89,94,86,80,86,78,85
2100,74,80,86,90,92,85,84
2101,95,79,82,85,80,85,83
2102,96,83,91,84,78,81,80
2103,83,73,88,90,88,84,87
2104,95,79,82,85,80,85,83
2105,88,91,85,79,87,87,95
2106,96,79,82,84,81,86,84
2107,74,80,86,90,92,85,84
2108,86,90,79,92,80,90,84
2109,95,83,82,93,76,90,86
2110,86,90,79,92,80,90,84
2111,86,90,79,92,80,90,84
2112,86,90,79,92,80,90,84
2113,86,90,79,92,80,90,84
2114,74,86,81,92,78,90,86
2115,86,90,79,92,80,90,84
2116,86,91,79,93,80,91,83
2117,86,90,79,92,80,90,84
2118,86,91,79,92,80,91,83
2119,86,91,79,93,80,91,83
2120,73,82,82,84,82,85,84
2121,87,87,79,83,86,88,80
2122,73,82,82,84,82,85,84
2123,95,79,82,85,80,85,83
2124,73,82,82,84,82,85,84
2125,88,93,93,78,85,85,83
2126,74,87,91,84,78,82,77
2127,95,79,82,85,80,85,83
2128,87,90,89,83,82,82,78
2129,73,82,82,84,82,85,84
2130,86,87,78,84,86,86,77
2131,73,83,82,85,81,86,79
2132,73,82,82,84,82,85,84
2133,73,82,82,84,82,85,84
2134,73,86,82,91,78,89,86
2135,86,91,79,92,80,91,83
2136,86,90,79,92,80,90,84
2137,95,79,82,85,80,85,83
2138,86,91,79,93,80,91,83
2139,73,82,82,84,82,85,84
2140,96,82,86,99,85,90,87
2141,86,91,80,93,79,91,79
2142,86,90,79,92,80,90,84
2143,86,90,79,92,80,90,84
2144,86,90,79,92,80,90,84
2145,96,79,82,84,81,86,82
2146,86,90,79,92,80,90,84
2147,96,77,86,91,90,85,84
2148,73,82,82,84,82,85,84
2149,96,79,82,84,81,86,82
2150,73,82,82,84,82,85,84
2151,86,91,79,93,80,91,83
2152,73,82,82,84,82,85,84
2153,86,90,79,92,80,90,84
2154,95,79,82,85,80,85,83
2155,95,79,82,85,80,85,83
2156,73,82,82,84,82,85,84
2157,73,82,82,84,82,85,84
2158,73,82,82,84,82,85,84
2159,86,90,79,92,80,90,84
2160,73,82,82,84,82,85,84
2161,73,82,82,84,82,85,84
2162,95,79,82,85,80,85,83
2163,73,83,82,85,81,86,79
2164,87,93,80,91,80,88,93
2165,73,82,82,84,82,85,84
2166,73,82,82,84,82,85,84
2167,73,82,83,84,83,84,83
2168,73,82,82,84,82,85,84
2169,73,82,82,84,82,85,84
2170,83,75,84,85,78,84,86
2171,83,75,84,85,78,84,86
2172,73,82,82,84,82,85,84
2173,95,79,82,85,80,85,83
2174,73,82,82,84,82,85,84
2175,83,73,88,90,88,84,87
2176,96,77,86,91,90,85,84
2177,83,75,84,85,78,84,86
2178,95,79,82,85,80,85,83
2179,95,79,82,85,80,85,83
2180,83,73,88,90,88,84,87
2181,95,79,82,85,80,85,83
2182,73,82,82,84,82,85,84
2183,95,79,82,85,80,85,83
2184,83,75,84,85,78,84,86
2185,96,84,91,83,78,82,81
2186,73,82,82,84,82,85,84
2187,95,79,82,85,80,85,83
2188,88,91,75,83,87,77,92
2189,96,77,86,91,90,85,84
2190,87,90,89,83,82,82,78
2191,96,77,86,91,90,85,84
2192,87,91,89,84,81,82,73
2193,95,79,82,85,80,85,83
2194,83,73,88,90,88,84,87
2195,86,90,79,92,80,90,84
2196,73,82,82,84,82,85,84
2197,96,81,86,81,82,87,88
2198,96,77,86,91,90,85,84
2199,86,91,79,93,80,91,83
2200,73,83,82,85,81,86,79
2201,73,82,82,84,82,85,84
2202,86,87,78,84,86,86,77
2203,73,82,82,84,82,85,84
2204,73,82,82,84,82,85,84
2205,87,95,88,91,78,87,81
2206,73,82,82,84,82,85,84
2207,89,95,93,78,84,82,91
2208,73,82,82,84,82,85,84
2209,73,82,82,84,82,85,84
2210,87,95,89,91,76,87,77
2211,87,92,73,92,82,84,87
2212,86,87,80,85,83,86,76
2213,86,87,80,85,83,86,76
2214,83,75,84,85,78,84,86
2215,73,82,82,84,82,85,84
2216,73,82,82,84,82,85,84
2217,73,82,82,84,82,85,84
2218,95,79,82,85,80,85,83
2219,87,93,81,90,80,87,92
2220,89,99,83,90,79,78,93
2221,83,75,84,85,78,84,86
2222,83,75,84,85,78,84,86
2223,74,80,86,90,92,85,84
2224,86,84,84,90,95,85,81
2225,73,82,82,84,82,85,84
2226,88,87,79,79,88,95,82
2227,95,79,82,85,80,85,83
2228,95,79,82,85,80,85,83
2229,74,80,86,90,92,85,84
2230,86,90,79,92,80,90,84
2231,95,79,82,85,80,85,83
2232,96,79,82,84,81,86,82
2233,95,79,82,85,80,85,83
2234,95,79,82,85,80,85,83
2235,74,82,81,83,83,87,83
2236,73,82,82,84,82,85,84
2237,73,82,82,84,82,85,84
2238,95,79,82,85,80,85,83
2239,74,86,91,83,80,81,81
2240,87,91,89,84,81,82,73
2241,73,82,82,84,82,85,84
2242,73,82,82,84,82,85,84
2243,87,89,80,84,85,84,89
2244,73,82,82,84,82,85,84
2245,73,82,82,84,82,85,84
2246,73,82,82,84,82,85,84
2247,87,92,73,92,82,84,87
2248,74,80,86,90,92,85,84
2249,95,79,82,85,80,85,83
2250,95,79,82,85,80,85,83
2251,95,79,82,85,80,85,83
2252,74,86,81,92,78,90,87
2253,95,79,82,85,80,85,83
2254,88,99,94,86,80,86,94
2255,86,87,78,84,86,86,77
2256,83,75,84,85,78,84,86
2257,95,79,82,85,80,85,83
2258,74,86,81,92,78,90,87
2259,87,88,74,84,87,79,83
2260,87,88,74,84,87,79,83
2261,73,82,82,84,82,85,84
2262,86,87,78,84,86,86,77
2263,96,77,86,91,90,85,84
2264,73,83,82,85,81,86,79
2265,73,82,82,84,82,85,84
2266,87,95,88,91,78,87,81
2267,95,79,82,85,80,85,83
2268,73,82,82,84,82,85,84
2269,73,82,82,84,82,85,84
2270,87,93,73,93,82,85,86
2271,96,77,86,91,90,85,84
2272,86,84,84,90,95,85,81
2273,73,82,82,84,82,85,84
2274,95,79,82,85,80,85,83
2275,73,82,82,84,82,85,84
2276,75,92,94,87,77,89,89
2277,73,82,82,84,82,85,84
2278,87,93,80,91,80,88,93
2279,87,90,89,83,82,82,78
2280,73,82,82,84,82,85,84
2281,95,83,82,93,76,90,86
2282,95,79,82,85,80,85,83
2283,73,82,82,84,82,85,84
2284,83,75,84,85,78,84,86
2285,87,95,88,91,78,87,81
2286,97,80,81,80,84,94,84
2287,97,80,81,80,84,94,84
2288,95,79,82,85,80,85,83
2289,73,82,82,84,82,85,84
2290,73,82,82,84,82,85,84
2291,95,79,82,85,80,85,83
2292,73,82,82,84,82,85,84
2293,95,79,82,85,80,85,83
2294,73,82,82,84,82,85,84
2295,88,93,90,82,82,79,87
2296,88,93,90,82,82,79,87
2297,88,93,90,82,82,79,87
2298,89,94,86,80,86,78,85
2299,89,94,86,80,86,78,85
2300,89,94,86,80,86,78,85
2301,96,77,86,91,90,85,84
2302,75,88,94,79,82,84,86
2303,95,79,82,85,80,85,83
2304,95,79,82,85,80,85,83
2305,88,92,92,79,84,84,82
2306,83,75,84,85,78,84,86
2307,95,79,82,85,80,85,83
2308,87,90,89,83,82,82,78
2309,88,91,75,83,87,77,92
2310,95,79,82,85,80,85,83
2311,95,79,82,85,80,85,83
2312,95,79,82,85,80,85,83
2313,95,79,82,85,80,85,83
2314,95,79,82,85,80,85,83
2315,95,79,82,85,80,85,83
2316,97,79,82,81,82,91,85
2317,96,77,86,91,90,85,84
2318,73,82,82,84,82,85,84
2319,95,80,83,86,79,85,79
2320,74,80,86,90,92,85,84
2321,87,93,74,93,80,84,82
2322,95,79,82,85,80,85,83
2323,86,91,80,93,79,91,79
2324,83,75,84,85,78,84,86
2325,88,93,90,82,82,79,87
2326,87,87,79,82,87,90,79
2327,95,79,82,85,80,85,83
2328,96,77,86,91,90,85,84
2329,73,82,82,84,82,85,84
2330,73,82,82,84,82,85,84
2331,89,89,83,76,89,96,87
2332,75,82,81,80,84,92,85
2333,86,86,80,84,85,86,80
2334,86,91,90,83,82,81,77
2335,87,90,89,83,82,82,78
2336,86,91,90,83,82,81,77
2337,97,83,99,86,90,83,86
2338,97,83,99,86,90,83,86
2339,96,82,83,84,80,83,92
2340,96,82,83,84,80,83,92
2341,74,86,91,83,80,81,81
2342,74,86,91,83,80,81,81
2343,74,86,91,83,80,81,81
2344,74,86,91,83,80,81,81
2345,95,80,82,86,80,86,83
2346,88,93,92,80,84,85,82
2347,74,80,86,90,92,85,84
2348,95,79,82,85,80,85,83
2349,83,75,84,85,78,84,86
2350,95,79,82,85,80,85,83
2351,74,86,81,92,78,90,87
2352,73,82,82,84,82,85,84
2353,75,88,94,79,82,84,86
2354,75,88,94,79,82,84,86
2355,95,79,82,85,80,85,83
2356,96,77,86,91,90,85,84
2357,86,87,80,85,83,86,76
2358,83,73,88,90,88,84,87
2359,74,86,92,83,80,81,80
2360,88,91,75,83,87,77,92
2361,76,84,85,77,86,94,90
2362,76,84,85,77,86,94,90
2363,83,75,84,85,78,84,86
2364,73,82,82,84,82,85,84
2365,73,82,82,84,82,85,84
2366,73,82,82,84,82,85,84
2367,73,82,82,84,82,85,84
2368,95,79,82,85,80,85,83
2369,73,82,82,84,82,85,84
2370,74,86,81,92,78,90,87
2371,73,82,82,84,82,85,84
2372,73,82,82,84,82,85,84
2373,74,82,82,84,82,85,83
2374,73,82,82,84,82,85,84
2375,74,80,86,90,92,85,84
2376,83,75,84,85,78,84,86
2377,73,82,82,84,82,85,84
2378,86,90,79,92,80,90,84
2379,83,75,84,85,78,84,86
2380,88,91,75,83,87,77,92
2381,88,88,83,77,89,95,87
2382,89,91,84,76,89,92,95
2383,87,88,74,84,87,79,83
2384,87,88,74,84,87,79,83
2385,74,82,82,83,83,86,85
2386,88,91,75,83,87,77,92
2387,88,91,75,83,87,77,92
2388,88,91,75,83,87,77,92
2389,96,83,91,84,78,81,80
2390,95,80,83,86,79,85,79
2391,87,88,74,84,87,79,83
2392,87,88,74,84,87,79,83
2393,87,88,74,84,87,79,83
2394,87,88,74,84,87,79,83
2395,95,79,82,85,80,85,83
2396,87,88,74,84,87,79,83
2397,87,88,74,84,87,79,83
2398,73,82,82,84,82,85,84
2399,86,87,79,85,85,86,80
2400,97,86,95,97,83,86,85
2401,96,77,86,91,90,85,84
2402,96,81,86,81,82,87,88
2403,96,81,86,81,82,87,88
2404,95,79,82,85,80,85,83
2405,95,79,82,85,80,85,83
2406,73,82,82,84,82,85,84
2407,87,95,88,92,77,87,81
2408,86,91,90,83,82,81,77
2409,87,88,83,81,87,88,85
2410,95,79,82,85,81,85,82
2411,74,86,81,92,78,90,87
2412,73,82,82,84,82,85,84
2413,74,80,86,90,92,85,84
2414,96,77,86,91,90,85,84
2415,97,85,76,93,77,83,89
2416,95,79,82,85,80,85,83
2417,96,77,86,91,90,85,84
2418,73,82,82,84,82,85,84
2419,96,83,91,84,78,81,80
2420,75,88,75,92,79,84,90
2421,73,82,82,84,82,85,84
2422,87,95,88,91,78,87,81
2423,96,77,86,91,90,85,84
2424,95,79,82,85,80,85,83
2425,73,82,82,84,82,85,84
2426,86,87,78,84,86,86,77
2427,87,89,80,82,86,86,89
2428,96,77,86,91,90,85,84
2429,86,84,84,90,95,85,81
2430,96,82,83,84,80,83,92
2431,95,79,82,85,80,85,83
2432,95,79,82,85,80,85,83
2433,73,82,82,84,82,85,84
2434,96,77,86,91,90,85,84
2435,73,82,82,84,82,85,84
2436,83,75,84,85,78,84,86
2437,86,90,79,92,80,90,84
2438,83,73,88,90,88,84,87
2439,95,79,82,85,80,85,83
2440,73,82,82,84,82,85,84
2441,95,79,82,85,80,85,83
2442,96,77,86,91,90,85,84
2443,86,87,80,85,83,86,76
2444,73,82,82,84,82,85,84
2445,87,88,74,84,87,79,83
2446,87,88,74,84,87,79,83
2447,87,88,74,84,87,79,83
2448,87,88,74,84,87,79,83
2449,87,88,74,84,87,79,83
2450,95,79,82,85,80,85,83
2451,87,88,74,84,87,79,83
2452,73,82,82,84,82,85,84
2453,73,82,82,84,82,85,84
2454,73,82,82,84,82,85,84
2455,74,86,81,92,78,90,87
2456,74,86,91,83,80,81,81
2457,89,95,84,82,84,73,90
2458,87,89,81,83,85,83,89
2459,88,97,89,89,78,84,89
2460,89,95,93,78,84,82,91
2461,88,93,90,82,82,79,87
2462,88,93,90,82,82,79,87
2463,88,93,90,82,82,79,87
2464,88,93,90,82,82,79,87
2465,88,93,90,82,82,79,87
2466,87,90,89,83,82,82,78
2467,87,90,89,83,82,82,78
2468,73,82,82,84,82,85,84
2469,87,88,83,81,87,88,85
2470,86,87,78,84,86,86,77
2471,95,79,82,85,80,85,83
2472,74,91,91,91,73,87,80
2473,73,82,82,84,82,85,84
2474,95,84,82,93,74,90,82
2475,95,79,82,85,80,85,83
2476,73,82,82,84,82,85,84
2477,95,79,82,85,80,85,83
2478,73,82,82,84,82,85,84
2479,73,82,82,84,82,85,84
2480,87,88,74,84,87,79,83
2481,88,93,90,82,82,79,87
2482,87,92,73,92,82,84,87
2483,74,86,81,92,78,90,87
2484,95,79,82,85,80,85,83
2485,88,95,74,91,82,82,96
2486,88,95,74,91,82,82,96
2487,95,79,82,85,80,85,83
2488,83,73,88,90,88,84,87
2489,73,82,82,84,82,85,84
2490,96,77,86,91,90,85,84
2491,88,87,79,79,88,95,82
2492,75,84,76,84,84,79,87
2493,86,91,80,93,79,91,79
2494,73,82,82,84,82,85,84
2495,73,82,82,84,82,85,84
2496,73,82,82,84,82,85,84
2497,87,86,79,83,86,87,80
2498,88,87,79,79,88,95,82
2499,95,79,82,85,80,85,83
2500,87,91,89,84,81,82,73
2501,74,80,86,90,92,85,84
2502,74,80,86,90,92,85,84
2503,88,97,89,90,78,84,90
2504,96,77,86,91,90,85,84
2505,73,82,82,84,82,85,84
2506,95,79,82,85,80,85,83
2507,73,82,82,84,82,85,84
2508,73,82,82,84,82,85,84
2509,83,75,84,85,78,84,86
2510,87,89,81,83,85,83,89
2511,73,82,82,84,82,85,84
2512,86,87,80,85,83,86,76
2513,96,77,86,91,90,85,84
2514,96,83,91,84,78,81,80
2515,86,87,79,85,85,86,80
2516,95,79,82,85,80,85,83
2517,74,80,86,90,92,85,84
2518,95,84,82,93,74,90,82
2519,95,79,82,85,80,85,83
2520,73,82,82,84,82,85,84
2521,83,73,88,90,88,84,87
2522,73,82,82,84,82,85,84
2523,96,77,86,91,90,85,84
2524,73,82,82,84,82,85,84
2525,95,79,82,85,80,85,83
